experiment_id,timestamp,model_type,dataset,fold_id,seed,scenario,window_size,alphabet_size,threshold,n_samples,n_anomalies_true,n_anomalies_pred,accuracy,precision,recall,f1,tp,tn,fp,fn,training_time,inference_time,notes
37e35a2d,2026-06-03T07:52:40Z,GRU,BATADAL,,999,unseen,,,0.5,833,80,0,0.904,0.0,0.0,0.0,0,753,0,80,3.4290473461151123,0.2219552993774414,
3f6d95b4,2026-06-03T07:52:40Z,ProbabilisticAutomata,SKAB,SKAB_fold_1_unseen,999,unseen,,,0.05,4515,1546,446,0.6252,0.3363,0.097,0.1506,150,2673,296,1396,0.037955284118652344,0.010608434677124023,
63dbe05c,2026-06-03T07:52:40Z,ProbabilisticAutomata,SKAB,SKAB_fold_2_unseen,999,unseen,,,0.05,4427,1598,454,0.6115,0.3656,0.1039,0.1618,166,2541,288,1432,0.037955284118652344,0.010491609573364258,
9f199547,2026-06-03T07:52:40Z,ProbabilisticAutomata,SKAB,SKAB_fold_3_unseen,999,unseen,,,0.05,4506,1542,225,0.6403,0.3244,0.0473,0.0826,73,2812,152,1469,0.037955284118652344,0.011466264724731445,
6532df75,2026-06-03T07:52:40Z,ProbabilisticAutomata,SKAB,SKAB_fold_4_unseen,999,unseen,,,0.05,4515,1605,238,0.6326,0.3866,0.0573,0.0998,92,2764,146,1513,0.037955284118652344,0.01001429557800293,
3c94cde5,2026-06-03T07:52:40Z,ProbabilisticAutomata,SKAB,SKAB_fold_5_unseen,999,unseen,,,0.05,4494,1535,438,0.6246,0.3265,0.0932,0.145,143,2664,295,1392,0.037955284118652344,0.01048898696899414,
132acf78,2026-06-03T07:52:40Z,ProbabilisticAutomata,BATADAL,,999,unseen,,,0.05,833,80,91,0.8283,0.1538,0.175,0.1637,14,676,77,66,0.00583195686340332,0.004172801971435547,
5e28a560,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,3,3,0.05,4516,1546,163,0.6464,0.3436,0.0362,0.0655,56,2863,107,1490,,,Grid search for Automata parameters
91f65977,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,3,4,0.05,4516,1546,167,0.6446,0.3234,0.0349,0.063,54,2857,113,1492,,,Grid search for Automata parameters
12987331,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,3,5,0.05,4516,1546,198,0.6475,0.3838,0.0492,0.0872,76,2848,122,1470,,,Grid search for Automata parameters
2683a099,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,3,6,0.05,4516,1546,293,0.634,0.3174,0.0602,0.1011,93,2770,200,1453,,,Grid search for Automata parameters
20de6afb,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,4,3,0.05,4515,1546,138,0.6483,0.3478,0.031,0.057,48,2879,90,1498,,,Grid search for Automata parameters
71701889,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,4,4,0.05,4515,1546,218,0.6487,0.4083,0.0576,0.1009,89,2840,129,1457,,,Grid search for Automata parameters
50b32101,2026-06-03T07:53:50Z,ProbabilisticAutomata,SKAB_fold_1,,,original,4,5,0.05,4515,1546,350,0.647,0.4314,0.0977,0.1593,151,2770,199,1395,,,Grid search for Automata parameters
38155ec5,2026-06-03T07:53:51Z,ProbabilisticAutomata,SKAB_fold_1,,,original,4,6,0.05,4515,1546,672,0.6173,0.3646,0.1585,0.2209,245,2542,427,1301,,,Grid search for Automata parameters
c8bc24e2,2026-06-03T07:53:51Z,ProbabilisticAutomata,SKAB_fold_1,,,original,5,3,0.05,4514,1546,172,0.6482,0.3779,0.042,0.0757,65,2861,107,1481,,,Grid search for Automata parameters
07423a3d,2026-06-03T07:53:51Z,ProbabilisticAutomata,SKAB_fold_1,,,original,5,4,0.05,4514,1546,355,0.6427,0.4056,0.0931,0.1515,144,2757,211,1402,,,Grid search for Automata parameters
ac2edbec,2026-06-03T07:53:53Z,ProbabilisticAutomata,SKAB_fold_1,,,original,5,5,0.05,4514,1546,822,0.6172,0.3893,0.207,0.2703,320,2466,502,1226,,,Grid search for Automata parameters
8834c0b0,2026-06-03T07:53:59Z,ProbabilisticAutomata,SKAB_fold_1,,,original,5,6,0.05,4514,1546,1369,0.5665,0.3499,0.3098,0.3286,479,2078,890,1067,,,Grid search for Automata parameters
64484875,2026-06-03T07:53:59Z,ProbabilisticAutomata,SKAB_fold_1,,,original,6,3,0.05,4513,1546,229,0.6475,0.4017,0.0595,0.1037,92,2830,137,1454,,,Grid search for Automata parameters
09be3597,2026-06-03T07:54:02Z,ProbabilisticAutomata,SKAB_fold_1,,,original,6,4,0.05,4513,1546,713,0.6271,0.4039,0.1863,0.255,288,2542,425,1258,,,Grid search for Automata parameters
0e7038b9,2026-06-03T07:54:16Z,ProbabilisticAutomata,SKAB_fold_1,,,original,6,5,0.05,4513,1546,1475,0.5721,0.3695,0.3525,0.3608,545,2037,930,1001,,,Grid search for Automata parameters
120a5d64,2026-06-03T07:54:56Z,ProbabilisticAutomata,SKAB_fold_1,,,original,6,6,0.05,4513,1546,2106,0.5183,0.3509,0.478,0.4047,739,1600,1367,807,,,Grid search for Automata parameters
e0355ead,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,3,3,0.05,834,80,11,0.8933,0.0909,0.0125,0.022,1,744,10,79,,,Grid search for Automata parameters
9e4382dc,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,3,4,0.05,834,80,23,0.8837,0.1304,0.0375,0.0583,3,734,20,77,,,Grid search for Automata parameters
a4fa31f0,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,3,5,0.05,834,80,73,0.8405,0.137,0.125,0.1307,10,691,63,70,,,Grid search for Automata parameters
1a10704d,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,3,6,0.05,834,80,89,0.8141,0.0787,0.0875,0.0828,7,672,82,73,,,Grid search for Automata parameters
45798fc2,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,4,3,0.05,833,80,31,0.8739,0.0968,0.0375,0.0541,3,725,28,77,,,Grid search for Automata parameters
f3cd60ef,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,4,4,0.05,833,80,58,0.8559,0.1552,0.1125,0.1304,9,704,49,71,,,Grid search for Automata parameters
99588ad7,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,4,5,0.05,833,80,102,0.8151,0.1373,0.175,0.1538,14,665,88,66,,,Grid search for Automata parameters
32d0a69f,2026-06-03T07:54:56Z,ProbabilisticAutomata,BATADAL_test,,,original,4,6,0.05,833,80,165,0.7491,0.1091,0.225,0.1469,18,606,147,62,,,Grid search for Automata parameters
557b58f6,2026-06-03T07:54:57Z,ProbabilisticAutomata,BATADAL_test,,,original,5,3,0.05,832,80,56,0.851,0.1071,0.075,0.0882,6,702,50,74,,,Grid search for Automata parameters
221ab6f4,2026-06-03T07:54:57Z,ProbabilisticAutomata,BATADAL_test,,,original,5,4,0.05,832,80,101,0.8089,0.1089,0.1375,0.1215,11,662,90,69,,,Grid search for Automata parameters
83f320e1,2026-06-03T07:54:57Z,ProbabilisticAutomata,BATADAL_test,,,original,5,5,0.05,832,80,155,0.7584,0.1097,0.2125,0.1447,17,614,138,63,,,Grid search for Automata parameters
99c7bc59,2026-06-03T07:54:57Z,ProbabilisticAutomata,BATADAL_test,,,original,5,6,0.05,832,80,237,0.6647,0.0802,0.2375,0.1199,19,534,218,61,,,Grid search for Automata parameters
a12fd816,2026-06-03T07:54:58Z,ProbabilisticAutomata,BATADAL_test,,,original,6,3,0.05,831,80,91,0.8159,0.0989,0.1125,0.1053,9,669,82,71,,,Grid search for Automata parameters
dac2234c,2026-06-03T07:54:58Z,ProbabilisticAutomata,BATADAL_test,,,original,6,4,0.05,831,80,160,0.7473,0.0938,0.1875,0.125,15,606,145,65,,,Grid search for Automata parameters
de12d483,2026-06-03T07:54:59Z,ProbabilisticAutomata,BATADAL_test,,,original,6,5,0.05,831,80,235,0.6787,0.1021,0.3,0.1524,24,540,211,56,,,Grid search for Automata parameters
30bd65f9,2026-06-03T07:55:01Z,ProbabilisticAutomata,BATADAL_test,,,original,6,6,0.05,831,80,303,0.5993,0.0825,0.3125,0.1305,25,473,278,55,,,Grid search for Automata parameters
